pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
mistrust	trust	v	mistrust%2:31:00::	trust%2:31:00::	"regard as untrustworthy; regard with suspicion; have no faith or confidence in"	have confidence or faith in	yes	affixal	mis-	NA	indirect	OPP
invertible	non-invertible	a	invertible%3:00:00::	non-invertible%3:00:00::	having an additive or multiplicative inverse	not admitting an additive or multiplicative inverse	no	affixal	non-	NA	indirect	OPP
absorbent	nonabsorbent	a	absorbent%3:00:00::	nonabsorbent%3:00:00::	having power or capacity or tendency to absorb or soak up something (liquids or energy etc.)	not capable of absorbing or soaking up (liquids)	no	affixal	non-	NA	indirect	OPP
adsorbent	nonadsorbent	a	adsorbent%3:00:00::	nonadsorbent%3:00:00::	having capacity or tendency to adsorb or cause to accumulate on a surface	lacking a capacity to adsorb or cause to accumulate on a surface	no	affixal	non-	NA	indirect	OPP
alcoholic	nonalcoholic	a	alcoholic%3:00:00::	nonalcoholic%3:00:00::	characteristic of or containing alcohol	characterized by the absence of alcohol	no	affixal	non-	NA	indirect	OPP
aligned	nonaligned	a	aligned%3:00:01::	nonaligned%3:00:00::	brought into agreement or cooperation on the side of a faction, party, or cause	not affiliated with any faction, party, or cause	no	affixal	non-	NA	indirect	OPP
arbitrable	nonarbitrable	a	arbitrable%3:00:00::	nonarbitrable%3:00:00::	appropriate for or subject to settlement by arbitration	not appropriate for or subject to arbitration	no	affixal	non-	NA	indirect	OPP
associative	nonassociative	a	associative%3:00:00::	nonassociative%3:00:00::	characterized by or causing or resulting from the process of bringing ideas or events together in memory or imagination	not associative	no	affixal	non-	NA	indirect	OPP
bearing	nonbearing	a	bearing%3:00:00::	nonbearing%3:00:00::	(of a structural member) withstanding a weight or strain	(of a structural member) supporting no vertical weight other than its own	no	affixal	non-	NA	indirect	OPP
causative	noncausative	a	causative%3:00:00::	noncausative%3:00:00::	producing an effect	not causative	no	affixal	non-	NA	indirect	OPP
cellular	noncellular	a	cellular%3:00:00::	noncellular%3:00:00::	characterized by or divided into or containing cells or compartments (the smallest organizational or structural unit of an organism or organization)	not made up of or divided into cells	no	affixal	non-	NA	indirect	OPP
civilized	noncivilized	a	civilized%3:00:00::	noncivilized%3:00:00::	having a high state of culture and development both social and technological	not having a high state of culture and social development	no	affixal	non-	NA	indirect	OPP
classical	nonclassical	a	classical%3:00:00::	nonclassical%3:00:00::	of or relating to the most highly developed stage of an earlier civilisation and its culture	not classical	no	affixal	non-	NA	indirect	OPP
collapsible	noncollapsible	a	collapsible%3:00:00::	noncollapsible%3:00:00::	capable of collapsing or being collapsed	not capable of collapsing	no	affixal	non-	NA	indirect	OPP
columned	noncolumned	a	columned%3:00:00::	noncolumned%3:00:00::	"having or resembling columns; having columns of a specified kind (often used as a combining form)"	not having columns	no	affixal	non-	NA	indirect	OPP
combinative	noncombinative	a	combinative%3:00:00::	noncombinative%3:00:00::	marked by or relating to or resulting from combination	not involving combination	no	affixal	non-	NA	indirect	OPP
competitive	noncompetitive	a	competitive%3:00:00::	noncompetitive%3:00:00::	involving competition or competitiveness	not involving competition or competitiveness	no	affixal	non-	NA	indirect	OPP
comprehensive	noncomprehensive	a	comprehensive%3:00:00::	noncomprehensive%3:00:00::	including all or everything	not comprehensive	no	affixal	non-	NA	indirect	OPP
critical	noncritical	a	critical%3:00:04::	noncritical%3:00:02::	at or of a point at which a property or phenomenon suffers an abrupt change especially having enough mass to sustain a chain reaction	"not critical; not at a point of abrupt change"	no	affixal	non-	NA	indirect	OPP
crucial	noncrucial	a	crucial%3:00:00::	noncrucial%3:00:00::	"of extreme importance; vital to the resolution of a crisis"	"of little importance; not decisive"	no	affixal	non-	NA	indirect	OPP
crystalline	noncrystalline	a	crystalline%3:00:00::	noncrystalline%3:00:00::	consisting of or containing or of the nature of crystals	not crystalline	no	affixal	non-	NA	indirect	OPP
current	noncurrent	a	current%3:00:00::	noncurrent%3:00:00::	occurring in or belonging to the present time	not current or belonging to the present time	no	affixal	non-	NA	indirect	OPP
cyclic	noncyclic	a	cyclic%3:00:01::	noncyclic%3:00:00::	recurring in cycles	not cyclic	no	affixal	non-	NA	indirect	OPP
deductible	nondeductible	a	deductible%3:00:00::	nondeductible%3:00:00::	acceptable as a deduction (especially as a tax deduction)	not allowable as a deduction	no	affixal	non-	NA	indirect	OPP
echoic	nonechoic	a	echoic%3:00:00::	nonechoic%3:00:00::	(of words) formed in imitation of a natural sound	not echoic or imitative of sound	no	affixal	non-	NA	indirect	OPP
effervescent	noneffervescent	a	effervescent%3:00:00::	noneffervescent%3:00:00::	(of a liquid) giving off bubbles	not effervescent	no	affixal	non-	NA	indirect	OPP
exempt	nonexempt	a	exempt%3:00:00::	nonexempt%3:00:00::	(of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject	(of persons) not exempt from an obligation or liability	no	affixal	non-	NA	indirect	OPP
explosive	nonexplosive	a	explosive%3:00:00::	nonexplosive%3:00:00::	serving to explode or characterized by explosion or sudden outburst	not explosive	no	affixal	non-	NA	indirect	OPP
extensile	nonextensile	a	extensile%3:00:00::	nonextensile%3:00:00::	capable of being protruded or stretched or opened out	not extensile	no	affixal	non-	NA	indirect	OPP
fatal	nonfatal	a	fatal%3:00:00::	nonfatal%3:00:00::	bringing death	not bringing death	no	affixal	non-	NA	indirect	OPP
fictional	nonfictional	a	fictional%3:01:00::	nonfictional%3:01:00::	related to or involving literary fiction	not fictional	no	affixal	non-	NA	indirect	OPP
financial	nonfinancial	a	financial%3:01:00::	nonfinancial%3:01:00::	involving financial matters	not involving financial matters	no	affixal	non-	NA	indirect	OPP
fissile	nonfissile	a	fissile%3:00:00::	nonfissile%3:00:00::	capable of being split or cleft or divided in the direction of the grain	not fissile	no	affixal	non-	NA	indirect	OPP
fissionable	nonfissionable	a	fissionable%3:00:00::	nonfissionable%3:00:00::	capable of undergoing nuclear fission	not capable of undergoing fission	no	affixal	non-	NA	indirect	OPP
functional	nonfunctional	a	functional%3:00:00::	nonfunctional%3:00:00::	designed for or capable of a particular function or use	not having or performing a function	no	affixal	non-	NA	indirect	OPP
harmonic	nonharmonic	a	harmonic%3:01:00::	nonharmonic%3:01:00::	of or relating to harmony as distinct from melody and rhythm	not harmonic	no	affixal	non-	NA	indirect	OPP
hierarchical	nonhierarchical	a	hierarchical%3:00:00::	nonhierarchical%3:00:00::	classified according to various criteria into successive levels or layers	not classified hierarchically	no	affixal	non-	NA	indirect	OPP
indulgent	nonindulgent	a	indulgent%3:00:00::	nonindulgent%3:00:00::	characterized by or given to yielding to the wishes of someone	characterized by strictness, severity, or restraint	no	affixal	non-	NA	indirect	OPP
industrial	nonindustrial	a	industrial%3:00:00::	nonindustrial%3:00:00::	having highly developed industries	not having highly developed manufacturing enterprises	no	affixal	non-	NA	indirect	OPP
institutional	noninstitutional	a	institutional%3:00:00::	noninstitutional%3:00:00::	organized as or forming an institution	not institutional	no	affixal	non-	NA	indirect	OPP
institutionalized	noninstitutionalized	a	institutionalized%3:00:00::	noninstitutionalized%3:00:00::	officially placed in or committed to a specialized institution	not committed to an institution	no	affixal	non-	NA	indirect	OPP
intellectual	nonintellectual	a	intellectual%3:00:00::	nonintellectual%3:00:00::	appealing to or using the intellect	not intellectual	no	affixal	non-	NA	indirect	OPP
ionic	nonionic	a	ionic%3:01:00::	nonionic%3:01:00::	containing or involving or occurring in the form of ions	not ionic	no	affixal	non-	NA	indirect	OPP
judgmental	nonjudgmental	a	judgmental%3:00:00::	nonjudgmental%3:00:00::	depending on judgment	refraining from making judgments especially ones based on personal opinions or standards	no	affixal	non-	NA	indirect	OPP
linear	nonlinear	a	linear%3:00:02::	nonlinear%3:00:00::	designating or involving an equation whose terms are of the first degree	designating or involving an equation whose terms are not of the first degree	no	affixal	non-	NA	indirect	OPP
magnetic	nonmagnetic	a	magnetic%3:00:03::	nonmagnetic%3:00:00::	capable of being magnetized	not capable of being magnetized	no	affixal	non-	NA	indirect	OPP
mechanical	nonmechanical	a	mechanical%3:00:00::	nonmechanical%3:00:00::	using (or as if using) mechanisms or tools or devices	not mechanical	no	affixal	non-	NA	indirect	OPP
metallic	nonmetallic	a	metallic%3:00:00::	nonmetallic%3:00:00::	containing or made of or resembling or characteristic of a metal	not containing or resembling or characteristic of a metal	no	affixal	non-	NA	indirect	OPP
metamorphic	nonmetamorphic	a	metamorphic%3:00:00::	nonmetamorphic%3:00:00::	characterized by metamorphosis or change in physical form or substance	not metamorphic	no	affixal	non-	NA	indirect	OPP
migratory	nonmigratory	a	migratory%3:00:00::	nonmigratory%3:00:00::	used of animals that move seasonally	used of animals that do not migrate	no	affixal	non-	NA	indirect	OPP
modern	nonmodern	a	modern%3:00:00::	nonmodern%3:00:00::	"belonging to the modern era; since the Middle Ages"	"not modern; of or characteristic of an earlier time"	no	affixal	non-	NA	indirect	OPP
moving	nonmoving	a	moving%3:00:02::	nonmoving%3:00:00::	in motion	not in motion	no	affixal	non-	NA	indirect	OPP
native	nonnative	a	native%3:00:02::	nonnative%3:00:00::	characteristic of or relating to people inhabiting a region from the beginning	not being or composed of aborigines	no	affixal	non-	NA	indirect	OPP
passerine	nonpasserine	a	passerine%3:01:00::	nonpasserine%3:01:00::	relating to or characteristic of the passeriform birds	relating to or characteristic of birds that are not perching birds	no	affixal	non-	NA	indirect	OPP
pregnant	nonpregnant	a	pregnant%3:00:00::	nonpregnant%3:00:00::	carrying developing offspring within the body or being about to produce new life	not pregnant	no	affixal	non-	NA	indirect	OPP
professional	nonprofessional	a	professional%3:00:01::	nonprofessional%3:00:00::	engaged in a profession or engaging in as a profession or means of livelihood	"not professional; not engaged in a profession or engaging in as a profession or for gain"	no	affixal	non-	NA	indirect	OPP
radioactive	nonradioactive	a	radioactive%3:00:00::	nonradioactive%3:00:00::	exhibiting or caused by radioactivity	not radioactive	no	affixal	non-	NA	indirect	OPP
representational	nonrepresentational	a	representational%3:00:00::	nonrepresentational%3:00:00::	(used especially of art) depicting objects, figures,or scenes as seen	of or relating to a style of art in which objects do not resemble those known in physical nature	no	affixal	non-	NA	indirect	OPP
representative	nonrepresentative	a	representative%3:00:00::	nonrepresentative%3:00:00::	standing for something else	not standing for something else	no	affixal	non-	NA	indirect	OPP
residential	nonresidential	a	residential%3:00:00::	nonresidential%3:00:00::	used or designed for residence or limited to residences	not residential	no	affixal	non-	NA	indirect	OPP
retractile	nonretractile	a	retractile%3:00:00::	nonretractile%3:00:00::	"capable of retraction; capable of being drawn back"	not capable of being retracted	no	affixal	non-	NA	indirect	OPP
reversible	nonreversible	a	reversible%3:00:02::	nonreversible%3:00:00::	capable of being reversed or used with either side out	not reversible or capable of having either side out	no	affixal	non-	NA	indirect	OPP
slippery	nonslippery	a	slippery%3:00:00::	nonslippery%3:00:00::	causing or tending to cause things to slip or slide	"not slippery; not likely to slip or skid"	no	affixal	non-	NA	indirect	OPP
speaking	nonspeaking	a	speaking%3:00:00::	nonspeaking%3:00:00::	capable of or involving speech or speaking	not capable of or especially not involving speech or spoken lines	no	affixal	non-	NA	indirect	OPP
specific	nonspecific	a	specific%3:00:02::	nonspecific%3:00:00::	"being or affecting a disease produced by a particular microorganism or condition; used also of stains or dyes used in making microscope slides"	"not caused by a specific agent; used also of staining in making microscope slides"	no	affixal	non-	NA	indirect	OPP
standard	nonstandard	a	standard%3:00:03::	nonstandard%3:00:03::	conforming to the established language usage of educated native speakers	not conforming to the language usage of a prestige group within a community	no	affixal	non-	NA	indirect	OPP
submersible	nonsubmersible	a	submersible%3:00:00::	nonsubmersible%3:00:00::	capable of being immersed in water or functioning while submerged	not submersible or submergible	no	affixal	non-	NA	indirect	OPP
suppurative	nonsuppurative	a	suppurative%3:01:00::	nonsuppurative%3:01:00::	relating to or characterized by suppuration	not suppurative	no	affixal	non-	NA	indirect	OPP
surgical	nonsurgical	a	surgical%3:01:00::	nonsurgical%3:01:00::	of or relating to or involving or used in surgery	not surgical	no	affixal	non-	NA	indirect	OPP
taxable	nontaxable	a	taxable%3:00:00::	nontaxable%3:00:00::	(of goods or funds) subject to taxation	(of goods or funds) not subject to taxation	no	affixal	non-	NA	indirect	OPP
technical	nontechnical	a	technical%3:00:00::	nontechnical%3:00:00::	characterizing or showing skill in or specialized knowledge of applied arts and sciences	not characteristic of or skilled in applied arts and sciences	no	affixal	non-	NA	indirect	OPP
territorial	nonterritorial	a	territorial%3:00:01::	nonterritorial%3:00:00::	"displaying territoriality; defending a territory from intruders"	not displaying territoriality	no	affixal	non-	NA	indirect	OPP
thermal	nonthermal	a	thermal%3:01:00::	nonthermal%3:01:00::	relating to or associated with heat	not involving heat	no	affixal	non-	NA	indirect	OPP
toxic	nontoxic	a	toxic%3:00:00::	nontoxic%3:00:00::	of or relating to or caused by a toxin or poison	not producing or resulting from poison	no	affixal	non-	NA	indirect	OPP
union	nonunion	a	union%3:00:00::	nonunion%3:00:00::	of trade unions	not belonging to or not allowing affiliation with a trade union	no	affixal	non-	NA	indirect	OPP
volatile	nonvolatile	a	volatile%3:00:00::	nonvolatile%3:00:00::	evaporating readily at normal temperatures and pressures	not volatilizing readily	no	affixal	non-	NA	indirect	OPP
washable	nonwashable	a	washable%3:00:00::	nonwashable%3:00:00::	capable of being washed without injury	not washable	no	affixal	non-	NA	indirect	OPP
Nonconformist	Anglican	n	nonconformist%1:18:01::	anglican%1:18:00::	a Protestant in England who is not a member of the Church of England	a Protestant who is a follower of Anglicanism	yes	affixal	non-	NA	indirect	OPP
dedicated_file_server	non-dedicated_file_server	n	dedicated_file_server%1:06:00::	non-dedicated_file_server%1:06:00::	(computer science) a file server that can be used only as a file server	(computer science) a file server that can be used simultaneously as a workstation	no	affixal	non-	NA	indirect	OPP
being	nonbeing	n	being%1:26:00::	nonbeing%1:26:00::	the state or fact of existing	the state of not being	no	affixal	non-	NA	indirect	OPP
conformism	nonconformism	n	conformism%1:09:00::	nonconformism%1:09:00::	orthodoxy in thoughts and belief	a lack of orthodoxy in thoughts or beliefs	no	affixal	non-	NA	indirect	OPP
conformist	nonconformist	n	conformist%1:18:00::	nonconformist%1:18:00::	someone who conforms to established standards of conduct (especially in religious matters)	someone who refuses to conform to established standards of conduct	no	affixal	non-	NA	indirect	OPP
development	nondevelopment	n	development%1:22:01::	nondevelopment%1:22:00::	"(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level"	failure of normal development to occur	no	affixal	non-	NA	indirect	OPP
driver	nondriver	n	driver%1:18:00::	nondriver%1:18:00::	the operator of a motor vehicle	a person who is not a driver	no	affixal	non-	NA	indirect	OPP
interference	noninterference	n	interference%1:10:00::	noninterference%1:10:00::	a policy of intervening in the affairs of other countries	a foreign policy of staying out of other countries' disputes	no	affixal	non-	NA	indirect	OPP
observance	nonobservance	n	observance%1:04:02::	nonobservance%1:04:00::	conformity with law or custom or practice etc.	a lack of conformity with law or custom or practice etc.	no	affixal	non-	NA	indirect	OPP
partisan	nonpartisan	n	partisan%1:18:00::	nonpartisan%1:18:00::	a fervent and even militant proponent of something	a person who is nonpartisan	no	affixal	non-	NA	indirect	OPP
payment	nonpayment	n	payment%1:21:00::	nonpayment%1:21:00::	a sum of money paid or a claim discharged	loss resulting from failure of a debt to be paid	no	affixal	non-	NA	indirect	OPP
uniformity	nonuniformity	n	uniformity%1:07:00::	nonuniformity%1:07:00::	the quality of lacking diversity or variation (even to the point of boredom)	the quality of being diverse and interesting	no	affixal	non-	NA	indirect	OPP
comprehensively	noncomprehensively	r	comprehensively%4:02:00::	noncomprehensively%4:02:00::	in an all-inclusive manner	in a limited way	no	affixal	non-	NA	indirect	OPP
violently	nonviolently	r	violently%4:02:00::	nonviolently%4:02:00::	in a violent manner	without violence	no	affixal	non-	NA	indirect	OPP
inshore	offshore	a	inshore%3:00:00::	offshore%3:00:00::	(of winds) coming from the sea toward the land	(of winds) coming from the land	no	affixal	off-	NA	indirect	ROD
high_season	off-season	n	high_season%1:28:00::	off-season%1:28:00::	the season when travel is most active and rates are highest	the season when travel is least active and rates are lowest	no	affixal	off-	NA	indirect	OPP
inboard	outboard	a	inboard%3:00:00::	outboard%3:00:00::	located within the hull or nearest the midline of a vessel or aircraft	located away from the midline of a vessel or aircraft	no	affixal	out-	NA	indirect	ROD
incoming	outgoing	a	incoming%3:00:00::	outgoing%3:00:00::	arriving at a place or position	leaving a place or a position	no	affixal	out-	NA	indirect	ROA
inward	outward	a	inward%3:00:00::	outward%3:00:00::	relating to or existing in the mind or thoughts	relating to physical reality rather than with thoughts or the mind	no	affixal	out-	NA	indirect	ROD
in-basket	out-basket	n	in-basket%1:06:00::	out-basket%1:06:00::	a wood or metal receptacle placed on your desk to hold your incoming material	a wood or metal receptacle placed on your desk to hold your outgoing material	no	affixal	out-	NA	indirect	ROD
infield	outfield	n	infield%1:06:00::	outfield%1:06:00::	the area of a baseball field that is enclosed by 3 bases and home plate	the area of a baseball playing field beyond the lines connecting the bases	no	affixal	out-	NA	indirect	ROD
inflow	outflow	n	inflow%1:22:00::	outflow%1:22:00::	the process of flowing in	the process of flowing out	no	affixal	out-	NA	indirect	ROD
income	outgo	n	income%1:21:00::	outgo%1:21:00::	the financial gain (earned or unearned) accruing over a given period of time	"money paid out; an amount spent"	no	affixal	out-	NA	indirect	ROA
inpatient	outpatient	n	inpatient%1:18:00::	outpatient%1:18:00::	a patient who is residing in the hospital where he is being treated	a patient who does not reside in the hospital where he is being treated	no	affixal	out-	NA	indirect	ROD
indoors	outdoors	r	indoors%4:02:00::	outdoors%4:02:00::	within a building	outside a building	no	affixal	out-	NA	indirect	ROD
legalise	outlaw	v	legalise%2:41:00::	outlaw%2:41:00::	make legal	"declare illegal; outlaw"	no	affixal	out-	NA	indirect	ROD
inspan	outspan	v	inspan%2:35:00::	outspan%2:35:00::	attach a yoke or harness to	remove the yoke or harness from	no	affixal	out-	NA	indirect	ROD
superhuman	subhuman	a	superhuman%3:00:00::	subhuman%3:00:00::	above or beyond the human or demanding more than human power or endurance	less than human or not worthy of a human being	no	affixal	sub-	NA	indirect	OVA/INS
cismontane	tramontane	a	cismontane%3:00:00::	tramontane%3:00:00::	on this (the speaker's) side of the mountains	on or coming from the other side of the mountains (from the speaker)	no	affixal	tra-	NA	indirect	ROD
uncompromising	compromising	a	uncompromising%3:00:00::	compromising%3:00:00::	not making concessions	making or willing to make concessions	yes	affixal	un-	NA	direct	NA
abridged	unabridged	a	abridged%3:00:00::	unabridged%3:00:00::	(used of texts) shortened by condensing or rewriting	(used of texts) not shortened	no	affixal	un-	NA	direct	NA
acceptable	unacceptable	a	acceptable%3:00:00::	unacceptable%3:00:00::	worthy of acceptance or satisfactory	"not acceptable; not welcome"	no	affixal	un-	NA	direct	NA
accommodating	unaccommodating	a	accommodating%3:00:00::	unaccommodating%3:00:00::	helpful in bringing about a harmonious adaptation	not accommodating	no	affixal	un-	NA	direct	NA
accompanied	unaccompanied	a	accompanied%3:00:01::	unaccompanied%3:00:01::	playing or singing with instrumental or vocal accompaniment	playing or singing without accompaniment	no	affixal	un-	NA	direct	NA
accustomed	unaccustomed	a	accustomed%3:00:00::	unaccustomed%3:00:00::	(often followed by `to') in the habit of or adapted to	"not habituated to; unfamiliar with"	no	affixal	un-	NA	direct	NA
acknowledged	unacknowledged	a	acknowledged%3:00:00::	unacknowledged%3:00:00::	recognized or made known or admitted	not recognized or admitted	no	affixal	un-	NA	direct	NA
acquisitive	unacquisitive	a	acquisitive%3:00:00::	unacquisitive%3:00:00::	eager to acquire and possess things especially material possessions or ideas	"not acquisitive; not interested in acquiring or owning anything"	no	affixal	un-	NA	direct	NA
addicted	unaddicted	a	addicted%3:00:00::	unaddicted%3:00:00::	compulsively or physiologically dependent on something habit-forming	not addicted	no	affixal	un-	NA	direct	NA
addressed	unaddressed	a	addressed%3:00:00::	unaddressed%3:00:00::	(of mail) marked with a destination	not addressed	no	affixal	un-	NA	direct	NA
adjusted	unadjusted	a	adjusted%3:00:00::	unadjusted%3:00:00::	altered to accommodate to certain requirements or bring into a proper relation	"not altered to fit certain requirements; "	no	affixal	un-	NA	direct	NA
adoptable	unadoptable	a	adoptable%3:00:00::	unadoptable%3:00:00::	suitable or eligible for adoption	difficult to place in an adoptive home	no	affixal	un-	NA	direct	NA
affixed	unaffixed	a	affixed%3:00:00::	unaffixed%3:00:00::	firmly attached	not affixed	no	affixal	un-	NA	direct	NA
agitated	unagitated	a	agitated%3:00:02::	unagitated%3:00:02::	physically disturbed or set in motion	not physically disturbed or set in motion	no	affixal	un-	NA	direct	NA
airworthy	unairworthy	a	airworthy%3:00:00::	unairworthy%3:00:00::	(of aircraft) fit to fly	not fit to fly	no	affixal	un-	NA	direct	NA
alarming	unalarming	a	alarming%3:00:00::	unalarming%3:00:00::	frightening because of an awareness of danger	"not alarming; assuaging alarm"	no	affixal	un-	NA	direct	NA
alike	unalike	a	alike%3:00:00::	unalike%3:00:00::	having the same or similar characteristics	not alike or similar	no	affixal	un-	NA	direct	NA
alterable	unalterable	a	alterable%3:00:00::	unalterable%3:00:00::	capable of being changed or altered in some characteristic	not capable of being changed or altered	no	affixal	un-	NA	direct	NA
ambitious	unambitious	a	ambitious%3:00:00::	unambitious%3:00:00::	having a strong desire for success or achievement	having little desire for success or achievement	no	affixal	un-	NA	direct	NA
analyzed	unanalyzed	a	analyzed%3:00:00::	unanalyzed%3:00:00::	"examined carefully and methodically; broken down for consideration of constituent parts"	not analyzed or broken down for detailed examination	no	affixal	un-	NA	direct	NA
angry	unangry	a	angry%3:00:00::	unangry%3:00:00::	feeling or showing anger	not angry	no	affixal	un-	NA	direct	NA
animated	unanimated	a	animated%3:00:00::	unanimated%3:00:00::	having life or vigor or spirit	"not animated or enlivened; dull"	no	affixal	un-	NA	direct	NA
appealable	unappealable	a	appealable%3:00:00::	unappealable%3:00:00::	capable of being appealed especially to a higher tribunal	not subject to appeal	no	affixal	un-	NA	direct	NA
approachable	unapproachable	a	approachable%3:00:00::	unapproachable%3:00:00::	easy to meet or converse or do business with	"discouraging intimacies; reserved"	no	affixal	un-	NA	direct	NA
argumentative	unargumentative	a	argumentative%3:00:00::	unargumentative%3:00:00::	given to or characterized by argument	not given to or characterized by argument	no	affixal	un-	NA	direct	NA
articulated	unarticulated	a	articulated%3:00:00::	unarticulated%3:00:00::	consisting of segments held together by joints	not consisting of segments that are held together by joints	no	affixal	un-	NA	direct	NA
assisted	unassisted	a	assisted%3:00:00::	unassisted%3:00:00::	"having help; often used as a combining form"	lacking help	no	affixal	un-	NA	direct	NA
attached	unattached	a	attached%3:00:01::	unattached%3:00:00::	associated in an exclusive sexual relationship	not associated in an exclusive sexual relationship	no	affixal	un-	NA	direct	NA
attributable	unattributable	a	attributable%3:00:00::	unattributable%3:00:00::	capable of being attributed	not attributable	no	affixal	un-	NA	direct	NA
authorized	unauthorized	a	authorized%3:00:00::	unauthorized%3:00:00::	endowed with authority	not endowed with authority	no	affixal	un-	NA	direct	NA
avenged	unavenged	a	avenged%3:44:00::	unavenged%3:44:00::	for which vengeance has been taken	for which vengeance has not been taken	no	affixal	un-	NA	direct	NA
awakened	unawakened	a	awakened%3:00:00::	unawakened%3:00:00::	aroused or activated	not aroused or activated	no	affixal	un-	NA	direct	NA
aware	unaware	a	aware%3:00:00::	unaware%3:00:00::	(sometimes followed by `of') having or showing knowledge or understanding or realization or perception	(often followed by `of') not aware	no	affixal	un-	NA	direct	NA
awed	unawed	a	awed%3:00:00::	unawed%3:00:00::	having or showing a feeling of mixed reverence and respect and wonder and dread	not awed	no	affixal	un-	NA	direct	NA
balconied	unbalconied	a	balconied%3:00:00::	unbalconied%3:00:00::	having balconies or a balcony	not having balconies	no	affixal	un-	NA	direct	NA
baptized	unbaptized	a	baptized%3:00:00::	unbaptized%3:00:00::	having undergone the Christian ritual of baptism	not having undergone the Christian ritual of baptism	no	affixal	un-	NA	direct	NA
barreled	unbarreled	a	barreled%3:00:00::	unbarreled%3:00:00::	put in or stored in a barrel	not in a barrel	no	affixal	un-	NA	direct	NA
belted	unbelted	a	belted%3:00:00::	unbelted%3:00:00::	having or provided with a belt	lacking a belt	no	affixal	un-	NA	direct	NA
blemished	unblemished	a	blemished%3:00:00::	unblemished%3:00:00::	marred by imperfections	free from physical or moral spots or stains	no	affixal	un-	NA	direct	NA
blended	unblended	a	blended%3:00:00::	unblended%3:00:00::	combined or mixed together so that the constituent parts are indistinguishable	not blended or mixed together	no	affixal	un-	NA	direct	NA
bodied	unbodied	a	bodied%3:00:00::	unbodied%3:00:00::	"having a body or a body of a specified kind; often used in combination"	having no body	no	affixal	un-	NA	direct	NA
brainwashed	unbrainwashed	a	brainwashed%3:00:00::	unbrainwashed%3:00:00::	subjected to intensive forced indoctrination resulting in the rejection of old beliefs and acceptance of new ones	not successfully subjected to brainwashing	no	affixal	un-	NA	direct	NA
branded	unbranded	a	branded%3:00:00::	unbranded%3:00:00::	marked with a brand	not marked with a brand	no	affixal	un-	NA	direct	NA
breakable	unbreakable	a	breakable%3:00:00::	unbreakable%3:00:00::	capable of being broken or damaged	impossible to break especially under ordinary usage	no	affixal	un-	NA	direct	NA
broken	unbroken	a	broken%3:00:02::	unbroken%3:00:02::	not continuous in space, time, or sequence or varying abruptly	marked by continuous or uninterrupted extension in space or time or sequence	no	affixal	un-	NA	direct	NA
camphorated	uncamphorated	a	camphorated%3:00:00::	uncamphorated%3:00:00::	impregnated with camphor	not containing camphor	no	affixal	un-	NA	direct	NA
carpeted	uncarpeted	a	carpeted%3:00:00::	uncarpeted%3:00:00::	"covered with or as if with carpeting or with carpeting as specified; often used in combination"	not carpeted	no	affixal	un-	NA	direct	NA
castrated	uncastrated	a	castrated%3:00:00::	uncastrated%3:00:00::	deprived of sexual capacity or sexual attributes	not castrated	no	affixal	un-	NA	direct	NA
caulked	uncaulked	a	caulked%3:00:00::	uncaulked%3:00:00::	having cracks and crevices stopped up with a filler	not caulked or sealed	no	affixal	un-	NA	direct	NA
certain	uncertain	a	certain%3:00:03::	uncertain%3:00:03::	"certain to occur; destined or inevitable"	"not certain to occur; not inevitable"	no	affixal	un-	NA	direct	NA
certified	uncertified	a	certified%3:00:00::	uncertified%3:00:00::	endorsed authoritatively as having met certain requirements	lacking requisite official documentation or endorsement	no	affixal	un-	NA	direct	NA
changed	unchanged	a	changed%3:00:00::	unchanged%3:00:00::	made or become different in nature or form	not made or become different	no	affixal	un-	NA	direct	NA
characteristic	uncharacteristic	a	characteristic%3:00:00::	uncharacteristic%3:00:00::	typical or distinctive	distinctive and not typical	no	affixal	un-	NA	direct	NA
charged	uncharged	a	charged%3:00:00::	uncharged%3:00:00::	"of a particle or body or system; having a net amount of positive or negative electric charge"	"of a particle or body or system; having no charge"	no	affixal	un-	NA	direct	NA
charitable	uncharitable	a	charitable%3:00:00::	uncharitable%3:00:00::	full of love and generosity	lacking love and generosity	no	affixal	un-	NA	direct	NA
chartered	unchartered	a	chartered%3:00:00::	unchartered%3:00:00::	hired for the exclusive temporary use of a group of travelers	not chartered	no	affixal	un-	NA	direct	NA
chaste	unchaste	a	chaste%3:00:00::	unchaste%3:00:00::	morally pure (especially not having experienced sexual intercourse)	not chaste	no	affixal	un-	NA	direct	NA
classified	unclassified	a	classified%3:00:02::	unclassified%3:00:02::	"official classification of information or documents; withheld from general circulation"	not subject to a security classification	no	affixal	un-	NA	direct	NA
clean	unclean	a	clean%3:00:04::	unclean%3:00:00::	ritually clean or pure	having a physical or moral blemish so as to make impure according to dietary or ceremonial laws	no	affixal	un-	NA	direct	NA
clear	unclear	a	clear%3:00:00::	unclear%3:00:00::	readily apparent to the mind	not clear to the mind	no	affixal	un-	NA	direct	NA
